DrugID,Smiles,Description,Targets,Targets_DrugBank,Smile
DB08873,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,"Boceprevir is a direct acting antiviral medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as Boceprevir. Boceprevir is an inhibitor of NS3/4A, a serine protease enzyme, encoded by HCV genotypes 1 and 4 [synthesis]. These enzymes are essential for viral replication and serve to cleave the virally encoded polyprotein into mature proteins like NS4A, NS4B, NS5A and NS5B [FDA Label]. The barrier for develoment of resistance to NS3/4A inhibitors is lower than that of NS5B inhibitors, another class of DAAs [A19593]. Subtitutions at amino acid positions 155, 156, or 168 are known to confer resistance. The substitutions of the enzyme's catalytic triad consisting of H58, D82, and S139 are also likely to alter the affinity of the drug for NS3/4A or the activity of the enzyme itself. Despite this disadvantage Boceprevir is still effective against HCV when paired with [DB00811], [DB00008], and [DB00022]. In a joint recommendation published in 2016, the American Association for the Study of Liver Diseases (AASLD) and the Infectious Diseases Society of America (IDSA) do not reccomend Boceprevir in combination with [DB00811], [DB00008], and [DB00022] as first line therapy for Hepatitis C [A19593]. Boceprevir, [DB00811], [DB00008], and [DB00022] are used with the intent to cure, or achieve a sustained virologic response (SVR), after 48 weeks of daily therapy. SVR and eradication of HCV infection is associated with significant long-term health benefits including reduced liver-related damage, improved quality of life, reduced incidence of Hepatocellular Carcinoma, and reduced all-cause mortality [A19626]. Boceprevir is available as a fixed dose product (tradename Victrelis) used for the treatment of chronic Hepatitis C. Approved in May 2011 by the FDA, Victrelis is indicated for the treatment of HCV genotype 1 in combination with [DB00811], [DB00008], and [DB00022] [FDA Label]. Victrelis is no longer widely used as interferon-free therapies have been developed.",B0B3C9,BE0004701,11|21|22|45|100|101|109|150|170|175|191|192|259|270|335|344|347|352|372|375|409|417|421|447|456|462|478|516|535|538|555|585|594|604|605|610|623|658|675|696|716|717|737|757|758|760|775|776|778|806|810|816|851|855|859|879
DB00255,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"A synthetic nonsteroidal estrogen used in the treatment of menopausal and postmenopausal disorders. It was also used formerly as a growth promoter in animals. According to the Fourth Annual Report on Carcinogens (NTP 85-002, 1985), diethylstilbestrol has been listed as a known carcinogen. (Merck, 11th ed) The FDA withdrew its approval for the use of all oral and parenteral drug products containing 25 milligrams or more of diethylstilbestrol per unit dose.[L43942]",Q92731|P03372|P62508|P11474|O95718|Q15596|O75469|P10275|P04278,BE0000792|BE0000123|BE0002088|BE0003722|BE0005001|BE0003740|BE0000956|BE0000132|BE0000685,16|45|80|95|107|114|122|424|456|545|547|559|660|679|716|717|775|838|850
DB01604,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,Pivalate ester analog of ampicillin.,Q8XJ01,BE0000576,40|45|69|83|109|113|114|155|157|158|170|187|202|258|280|298|344|357|395|410|424|438|478|482|489|490|496|498|507|564|569|607|623|632|639|659|679|695|708|716|717|775|806|809|810|816|847|848|855|857|859
DB01232,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C,"Saquinavir is an HIV-1 protease inhibitor used in combination with [ritonavir] and other antiretrovirals for the treatment of human immunodeficiency virus-1 (HIV-1) infection. In 1995 it became the first protease inhibitor approved by the FDA, followed shortly by ritonavir in 1996, and remains in clinical use today due to a relatively benign adverse effect profile as compared to other antiretroviral therapies.[A214382] While its efficacy was initially limited by exceptionally poor oral bioavailability (approximately 4%),[L3450] its current indications require the co-administration of ritonavir - a potent enzyme inhibitor - that increases the bioavailability and subsequent serum concentrations of saquinavir, thus dramatically improving antiviral activity.[A214382,L3450,L14351]",Q72874,BE0004854,1|3|16|31|34|45|48|52|56|78|84|86|95|109|114|157|170|233|237|246|253|259|335|344|347|368|378|395|402|409|417|424|447|456|461|462|475|478|482|493|499|504|511|515|516|535|539|549|564|565|581|607|620|622|630|646|672|679|696|699|702|716|717|734|737|775|778|806|810|816|825|826|855|880
DB00363,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,"Clozapine is a tricyclic dibenzodiazepine, classified as an atypical antipsychotic agent.[A256708] Clozapine displays affinity to various neuroreceptors with a particularly low affinity to the dopamine receptors, thus breaking the mold of first-generation antipsychotics and deeming it ""atypical"".[A256723]. This low affinity to dopamine receptors results in fewer extrapyramidal side effects, especially tardive dyskinesia.[A185747] However, its promiscuity toward the muscarinic and adrenergic receptors can result in other side effects, notably gastrointestinal hypomotility and orthostatic hypotension. [L905,A215552]. Despite its effectiveness in treating both positive and negative symptoms of schizophrenia, clozapine was briefly removed from the market in various jurisdictions in 1970 due to severe agranulocytosis.[A256713,A256718] However, continued evidence of its effectiveness led to clozapine's eventual reintroduction, although with a reluctance to prescribe it.[A256718] Clozapine was approved by the FDA in 1989 for treatment-resistant schizophrenia under the brand CLOZARIL.[L905] Due to its severe adverse effects profile, clozapine is only available through a restricted program under a Risk Evaluation Mitigation Strategy (REMS) called the Clozapine REMS Program.[L905]",P21728|P14416|P35462|P21917|P21918|P08908|P28222|P28221|P28566|P28223|P46098|P28335|P50406|P34969|P18825|P35367|Q9H3N8|P35348|P35368|P08913|P18089|P11229|P08172|P20309|P08173|P08912|Q9NYX4|P09211|Q9UBS5|O75899|P14867|P18505|Q8N1C3,BE0000020|BE0000756|BE0000581|BE0000389|BE0000145|BE0000291|BE0000797|BE0000659|BE0000476|BE0000451|BE0000311|BE0000533|BE0000945|BE0000650|BE0000342|BE0000442|BE0000146|BE0000501|BE0000575|BE0000289|BE0000572|BE0000092|BE0000560|BE0000045|BE0000405|BE0000247|BE0000666|BE0000814|BE0000217|BE0002340|BE0000795|BE0002344|BE0003593,8|40|73|83|85|104|109|114|182|205|214|236|245|286|303|306|343|362|370|424|428|463|478|482|485|502|554|564|601|642|649|669|672|678|679|737|775|801|846|862
DB08933,ClC1=CC(Cl)=C(C=C1)[C@@H]1CS\C(S1)=C(\C#N)N1C=CN=C1,Luliconazole is a topical antifungal agent that acts by unknown mechanisms but is postulated to involve altering the synthesis of fungi cell membranes. It was approved by the FDA (USA) in November 2013 and is marketed under the brand name Luzu. Luliconazole is also approved in Japan.,P10613,BE0000233,34|42|45|62|79|90|109|114|130|133|151|171|187|204|222|223|230|233|258|259|286|292|303|343|418|424|485|494|502|548|557|584|634|672|679|694|709|734|737|769|801|808|810|846|862|863
DB04868,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,"Nilotinib, also known as AMN107, is a tyrosine kinase inhibitor under investigation as a possible treatment for chronic myelogenous leukemia (CML). A Phase I clinical trial in 2006 showed that this drug was relatively safe and offered significant therapeutic benefits in cases of CML which were found to be resistant to treatment with imatinib (Gleevec), another tyrosine kinase inhibitor used as a first-line treatment for CML.",P00519|P10721,BE0000014|BE0000453,25|31|34|45|60|84|91|98|109|114|126|130|138|163|172|181|224|233|241|242|292|294|297|298|305|322|330|373|400|403|413|418|424|435|463|478|544|549|563|564|591|615|619|627|672|679|685|686|694|713|717|727|730|753|767|768|769|775|795|816|828|838|842|845|846|855|858|866
DB00477,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,"The prototypical phenothiazine antipsychotic drug. Like the other drugs in this class, chlorpromazine's antipsychotic actions are thought to be due to long-term adaptation by the brain to blocking dopamine receptors. Chlorpromazine has several other actions and therapeutic uses, including as an antiemetic and in the treatment of intractable hiccup.",P14416|P21728|P08908|P28223|P35348|P35368|P35367|Q12809|P21728|P21918|P35462|P21917|P21918|P28335|P28223|P41595|P28335|P35348|P35368|P25100|P08913|P18089|P18825|P11229|P20309|P17405|P0DP23|P02763|P19652|P50406|P34969|Q9H3N8,BE0000756|BE0000020|BE0000291|BE0000451|BE0000501|BE0000575|BE0000442|BE0000090|BE0004889|BE0000581|BE0000389|BE0000145|BE0000533|BE0004881|BE0004863|BE0004864|BE0000092|BE0000045|BE0000973|BE0000418|BE0004879|BE0000945|BE0000650|BE0000146,18|109|114|127|138|141|180|187|237|238|286|303|337|347|424|447|448|482|485|502|505|515|564|608|679|704|716|718|753|775|807|829|846|852|862
DB00227,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,"Lovastatin, also known as the brand name product Mevacor, is a lipid-lowering drug and fungal metabolite derived synthetically from a fermentation product of _Aspergillus terreus_.[A174550] Originally named Mevinolin, lovastatin belongs to the statin class of medications, which are used to lower the risk of cardiovascular disease and manage abnormal lipid levels by inhibiting the endogenous production of cholesterol in the liver.[A174553] More specifically, statin medications competitively inhibit the enzyme hydroxymethylglutaryl-coenzyme A (HMG-CoA) Reductase,[A181421] which catalyzes the conversion of HMG-CoA to mevalonic acid and is the third step in a sequence of metabolic reactions involved in the production of several compounds involved in lipid metabolism and transport including cholesterol, low-density lipoprotein (LDL) (sometimes referred to as ""bad cholesterol""), and very low-density lipoprotein (VLDL). Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD, such as those with Type 2 Diabetes. The clear evidence of the benefit of statin use coupled with very minimal side effects or long term effects has resulted in this class becoming one of the most widely prescribed medications in North America.[A181087, A181406] Lovastatin and other drugs from the statin class of medications including [atorvastatin], [pravastatin], [rosuvastatin], [fluvastatin], and [simvastatin] are considered first-line options for the treatment of dyslipidemia.[A181087, A181406] Increasing use of the statin class of drugs is largely due to the fact that cardiovascular disease (CVD), which includes heart attack, atherosclerosis, angina, peripheral artery disease, and stroke, has become a leading cause of death in high-income countries and a major cause of morbidity around the world.[A181084] Elevated cholesterol levels, and in particular, elevated low-density lipoprotein (LDL) levels, are an important risk factor for the development of CVD.[A181087,A181553] Use of statins to target and reduce LDL levels has been shown in a number of landmark studies to significantly reduce the risk of development of CVD and all-cause mortality.[A181090,A181093,A181096,A181427,A181475,A181538] Statins are considered a cost-effective treatment option for CVD due to their evidence of reducing all-cause mortality including fatal and non-fatal CVD as well as the need for surgical revascularization or angioplasty following a heart attack.[A181087, A181406] Evidence has shown that even for low-risk individuals (with <10% risk of a major vascular event occurring within 5 years) statins cause a 20%-22% relative reduction in major cardiovascular events (heart attack, stroke, coronary revascularization, and coronary death) for every 1 mmol/L reduction in LDL without any significant side effects or risks.[A181397, A181403] While all statin medications are considered equally effective from a clinical standpoint, [rosuvastatin] is considered the most potent; doses of 10 to 40mg [rosuvastatin] per day were found in clinical studies to result in a 45.8% to 54.6% decrease in LDL cholesterol levels, while lovastatin has been found to have an average decrease in LDL-C of 25-40%.[A174580,A181409,A181535,A181538,A1793] Potency is thought to correlate to tissue permeability as the more lipophilic statins such as lovastatin are thought to enter endothelial cells by passive diffusion, as opposed to hydrophilic statins such as [pravastatin] and [rosuvastatin] which are taken up into hepatocytes through OATP1B1 (organic anion transporter protein 1B1)-mediated transport.[A181424,A181460] Despite these differences in potency, several trials have demonstrated only minimal differences in terms of clinical outcomes between statins.[A181538, A181427]",P04035|P20701|Q92769,BE0000574|BE0000516|BE0002366,2|42|45|46|51|52|55|73|108|113|114|116|149|155|157|170|209|221|222|257|264|298|319|334|335|358|361|417|424|432|437|456|471|491|495|499|527|544|545|563|597|658|661|690|694|700|701|711|716|717|732|737|775|795|797|810|816|848|862|867
DB00420,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,A phenothiazine with actions similar to chlorpromazine but with less antipsychotic activity. It is primarily used in short-term treatment of disturbed behavior and as an antiemetic. It is currently not approved for use in the United States.,P14416|P28223|P28335|P35348|P11229|P35367,BE0000756|BE0000451|BE0000533|BE0000501|BE0000092|BE0000442,18|109|114|127|138|141|180|187|237|238|337|347|424|448|482|485|505|515|564|608|679|704|716|718|753|775|829|852
DB00320,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,"A 9,10alpha-dihydro derivative of [ergotamine]. Dihydroergotamine is used as an abortive therapy for migraines.[L38469] Its use has largely been supplanted by triptans in current therapy due to the class's greater selectivity and more favourable side effect profile. Recent improvements have been made in the design of intranasal delivery devices allowing for greater delivery of dihydroergotamine solution to the vasculature-rich upper nasal cavity.[A239569] The recently approved Precision Olfactory Delivery technology developed by Impel Neuropharma technology has correlated with an increase of 3-fold in Cmax and 4-fold in AUC despite the solution formulated at 75% of the strength of the existing intranasal product.",P28222|P28221|P30939|P08913|P08908|P28566|P28223|P41595|P28335|P35348|P35368|P25100|P08913|P18089|P18825|P14416|P35462|P21917|Q13639|P13945,BE0000797|BE0000659|BE0000460|BE0000289|BE0000291|BE0000476|BE0000451|BE0000393|BE0000533|BE0004863|BE0004864|BE0000756|BE0000581|BE0000389|BE0000084|BE0001012,9|18|45|52|69|73|78|103|109|110|113|114|118|146|182|184|185|198|226|236|243|244|259|282|291|292|307|325|335|355|370|378|379|395|397|405|409|412|413|424|427|428|447|454|456|474|478|482|488|498|514|522|546|559|563|564|566|570|573|616|622|623|647|658|679|680|701|710|716|717|737|775|792|810|816|859|863|867|873|879
DB08893,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,"Mirabegron is a sympathomimetic beta-3 adrenergic receptor agonist used to relax the smooth muscle of the bladder in the treatment of urinary frequency and incontinence. It is unique amongst overactive bladder treatment options in that, unlike other treatments such as [solifenacin] and [darifenacin], it lacks significant antimuscarinic activity,[A232553] which is responsible both for the therapeutic effects of these medications and their broad range of adverse effects. Mirabegron has a comparatively favorable adverse effect profile as compared to other available treatment options, and its complementary mechanism to the antimuscarinics that came before it allows for its use alongside solifenacin in refractory cases.[L32853] Mirabegron first received FDA approval in 2012, under the brand name Myrbetriq, for the treatment of adults with overactive bladder.[L32853] An extended-release granule formulation was subsequently granted approval in March 2021 for the treatment of pediatric patients with neurogenic detrusor overactivity.[L32853] Mirabegron is also used in other jurisdictions across the globe, including Canada,[L32925] the EU,[L32945] and Japan.[A7469]",P13945|P08588,BE0001012|BE0000172,45|53|56|89|100|114|130|133|170|187|197|201|202|228|235|278|338|378|395|401|403|424|456|468|478|482|485|502|539|544|549|564|567|591|599|602|672|679|682|708|716|717|739|761|806|808|816|828|829|836|848|862
